#TEXT/SIMPLE
# elo ehi spectrum
2.499999997549 2.509999997538 5.6509590561943e-07
2.509999997538 2.519999997527 5.6225224886643e-07
2.519999997527 2.529999997516 5.5943260685206e-07
2.529999997516 2.539999997504 5.5663670947111e-07
2.539999997504 2.549999997493 5.5386429096803e-07
2.549999997493 2.559999997482 5.5111502329588e-07
2.559999997482 2.569999997471 5.4838868326516e-07
2.569999997471 2.579999997460 5.4568501814277e-07
2.579999997460 2.589999997449 5.4300374643422e-07
2.589999997449 2.599999997438 5.4034459121804e-07
2.599999997438 2.609999997426 5.3770731251562e-07
2.609999997426 2.619999997415 5.3509167410023e-07
2.619999997415 2.629999997404 5.3249744341758e-07
2.629999997404 2.639999997393 5.2992432130038e-07
2.639999997393 2.649999997382 5.2737209584968e-07
2.649999997382 2.659999997371 5.2484053980021e-07
2.659999997371 2.669999997360 5.2232940403585e-07
2.669999997360 2.679999997348 5.1983850605463e-07
2.679999997348 2.689999997337 5.1736754124645e-07
2.689999997337 2.699999997326 5.1491633415504e-07
2.699999997326 2.709999997315 5.1248468094193e-07
2.709999997315 2.719999997304 5.1007231936389e-07
2.719999997304 2.729999997293 5.0767905252837e-07
2.729999997293 2.739999997282 5.0530468647888e-07
2.739999997282 2.749999997270 5.0294899983355e-07
2.749999997270 2.759999997259 5.0061177460965e-07
2.759999997259 2.769999997248 4.9829282616547e-07
2.769999997248 2.779999997237 4.9599194269601e-07
2.779999997237 2.789999997226 4.9370894533763e-07
2.789999997226 2.799999997215 4.9144362824061e-07
2.799999997215 2.809999997204 4.8919578865202e-07
2.809999997204 2.819999997192 4.8696519755948e-07
2.819999997192 2.829999997181 4.8474439379141e-07
2.829999997181 2.839999997170 4.8254800868784e-07
2.839999997170 2.849999997159 4.8036837593317e-07
2.849999997159 2.859999997148 4.7820527790520e-07
2.859999997148 2.869999997137 4.7605858622451e-07
2.869999997137 2.879999997126 4.7392811717240e-07
2.879999997126 2.889999997114 4.7181371810548e-07
2.889999997114 2.899999997103 4.6971515375465e-07
2.899999997103 2.909999997092 4.6763233309610e-07
2.909999997092 2.919999997081 4.6556502614472e-07
2.919999997081 2.929999997070 4.6351311792210e-07
2.929999997070 2.939999997059 4.6147643942199e-07
2.939999997059 2.949999997048 4.5945479643890e-07
2.949999997048 2.959999997036 4.5744808014815e-07
2.959999997036 2.969999997025 4.5545610094979e-07
2.969999997025 2.979999997014 4.5347872655120e-07
2.979999997014 2.989999997003 4.5151579930177e-07
2.989999997003 2.999999996992 4.4956708122210e-07
2.999999996992 3.009999996981 4.4763261041254e-07
3.009999996981 3.019999996970 4.4571215356468e-07
3.019999996970 3.029999996958 4.4380556136038e-07
3.029999996958 3.039999996947 4.4191268656593e-07
3.039999996947 3.049999996936 4.4003341042906e-07
3.049999996936 3.059999996925 4.3816756310869e-07
3.059999996925 3.069999996914 4.3631505582392e-07
3.069999996914 3.079999996903 4.3447572255313e-07
3.079999996903 3.089999996892 4.3264945160424e-07
3.089999996892 3.099999996881 4.3083608098425e-07
3.099999996881 3.109999996869 4.2903550251634e-07
3.109999996869 3.119999996858 4.2724758375901e-07
3.119999996858 3.129999996847 4.2547221960725e-07
3.129999996847 3.139999996836 4.2370925541341e-07
3.139999996836 3.149999996825 4.2195858936127e-07
3.149999996825 3.159999996814 4.2022009568922e-07
3.159999996814 3.169999996803 4.1849365031799e-07
3.169999996803 3.179999996791 4.1677913082702e-07
3.179999996791 3.189999996780 4.1507644132795e-07
3.189999996780 3.199999996769 4.1338543750992e-07
3.199999996769 3.209999996758 4.1167482136232e-07
3.209999996758 3.219999996747 4.0997249342963e-07
3.219999996747 3.229999996736 4.0831675284632e-07
3.229999996736 3.239999996725 4.0667222957521e-07
3.239999996725 3.249999996713 4.0503886072691e-07
3.249999996713 3.259999996702 4.0341651145478e-07
3.259999996702 3.269999996691 4.0180509695263e-07
3.269999996691 3.279999996680 4.0020450942824e-07
3.279999996680 3.289999996669 3.9861461855666e-07
3.289999996669 3.299999996658 3.9703536722757e-07
3.299999996658 3.309999996647 3.9546662773348e-07
3.309999996647 3.319999996635 3.9390832133720e-07
3.319999996635 3.329999996624 3.9236032315697e-07
3.329999996624 3.339999996613 3.9082255685533e-07
3.339999996613 3.349999996602 3.8929492363725e-07
3.349999996602 3.359999996591 3.8777732595560e-07
3.359999996591 3.369999996580 3.8626966749254e-07
3.369999996580 3.379999996569 3.8477187621040e-07
3.379999996569 3.389999996557 3.8328381195424e-07
3.389999996557 3.399999996546 3.8180545092290e-07
3.399999996546 3.409999996535 3.8033665538167e-07
3.409999996535 3.419999996524 3.7887735758932e-07
3.419999996524 3.429999996513 3.7742746794807e-07
3.429999996513 3.439999996502 3.7598689795997e-07
3.439999996502 3.449999996491 3.7455556022025e-07
3.449999996491 3.459999996479 3.7313339076010e-07
3.459999996479 3.469999996468 3.7172028176148e-07
3.469999996468 3.479999996457 3.7031614898793e-07
3.479999996457 3.489999996446 3.6892093133451e-07
3.489999996446 3.499999996435 3.6753454634343e-07
3.499999996435 3.509999996424 3.6615691255696e-07
3.509999996424 3.519999996413 3.6478794949282e-07
3.519999996413 3.529999996401 3.6342757764320e-07
3.529999996401 3.539999996390 3.6207574014179e-07
3.539999996390 3.549999996379 3.6073231590064e-07
3.549999996379 3.559999996368 3.5939727153470e-07
3.559999996368 3.569999996357 3.5807053102045e-07
3.569999996357 3.579999996346 3.5675199786340e-07
3.579999996346 3.589999996335 3.5544161936083e-07
3.589999996335 3.599999996323 3.5413930093625e-07
3.599999996323 3.609999996312 3.5284501260291e-07
3.609999996312 3.619999996301 3.5155866141468e-07
3.619999996301 3.629999996290 3.5028015558487e-07
3.629999996290 3.639999996279 3.4900946716299e-07
3.639999996279 3.649999996268 3.4774650592296e-07
3.649999996268 3.659999996257 3.4649122424692e-07
3.659999996257 3.669999996245 3.4524353365298e-07
3.669999996245 3.679999996234 3.4400336734475e-07
3.679999996234 3.689999996223 3.4277067981868e-07
3.689999996223 3.699999996212 3.4154540557934e-07
3.699999996212 3.709999996201 3.4032745950670e-07
3.709999996201 3.719999996190 3.3911681842092e-07
3.719999996190 3.729999996179 3.3791337836313e-07
3.729999996179 3.739999996167 3.3671709714756e-07
3.739999996167 3.749999996156 3.3552793301104e-07
3.749999996156 3.759999996145 3.3434578455508e-07
3.759999996145 3.769999996134 3.3317050109302e-07
3.769999996134 3.779999996123 3.3200226289383e-07
3.779999996123 3.789999996112 3.3084090082874e-07
3.789999996112 3.799999996101 3.2968633649710e-07
3.799999996101 3.809999996089 3.2853851209469e-07
3.809999996089 3.819999996078 3.2739739005693e-07
3.819999996078 3.829999996067 3.2626291365281e-07
3.829999996067 3.839999996056 3.2513500731609e-07
3.839999996056 3.849999996045 3.2401363515501e-07
3.849999996045 3.859999996034 3.2289874229149e-07
3.859999996034 3.869999996023 3.2179027445013e-07
3.869999996023 3.879999996012 3.2068817794923e-07
3.879999996012 3.889999996000 3.1959239969227e-07
3.889999996000 3.899999995989 3.1850288716159e-07
3.899999995989 3.909999995978 3.1741958840734e-07
3.909999995978 3.919999995967 3.1634247098029e-07
3.919999995967 3.929999995956 3.1527144612028e-07
3.929999995956 3.939999995945 3.1420650134035e-07
3.939999995945 3.949999995934 3.1314758671136e-07
3.949999995934 3.959999995922 3.1209463416145e-07
3.959999995922 3.969999995911 3.1104759500518e-07
3.969999995911 3.979999995900 3.1000643963436e-07
3.979999995900 3.989999995889 3.0897110172702e-07
3.989999995889 3.999999995878 3.0794155256564e-07
3.999999995878 4.009999995867 3.0691774531726e-07
4.009999995867 4.019999995856 3.0589961535404e-07
4.019999995856 4.029999995844 3.0488715349047e-07
4.029999995844 4.039999995833 3.0387873271360e-07
4.039999995833 4.049999995822 3.0285560842025e-07
4.049999995822 4.059999995811 3.0186002938466e-07
4.059999995811 4.069999995800 3.0086993819317e-07
4.069999995800 4.079999995789 2.9988525531067e-07
4.079999995789 4.089999995778 2.9890595575291e-07
4.089999995778 4.099999995766 2.9793201475437e-07
4.099999995766 4.109999995755 2.9696335446355e-07
4.109999995755 4.119999995744 2.9599996875351e-07
4.119999995744 4.129999995733 2.9504179851865e-07
4.129999995733 4.139999995722 2.9408880289175e-07
4.139999995722 4.149999995711 2.9314094143566e-07
4.149999995711 4.159999995700 2.9219819159245e-07
4.159999995700 4.169999995688 2.9126049615189e-07
4.169999995688 4.179999995677 2.9032783325674e-07
4.179999995677 4.189999995666 2.8940014661116e-07
4.189999995666 4.199999995655 2.8847741503753e-07
4.199999995655 4.209999995644 2.8755958313340e-07
4.209999995644 4.219999995633 2.8664661324214e-07
4.219999995633 4.229999995622 2.8573850225584e-07
4.229999995622 4.239999995610 2.8483517887818e-07
4.239999995610 4.249999995599 2.8393660657891e-07
4.249999995599 4.259999995588 2.8304278302882e-07
4.259999995588 4.269999995577 2.8215363835512e-07
4.269999995577 4.279999995566 2.8126915392398e-07
4.279999995566 4.289999995555 2.8038927770965e-07
4.289999995555 4.299999995544 2.7951400837433e-07
4.299999995544 4.309999995532 2.7864327787246e-07
4.309999995532 4.319999995521 2.7777708534810e-07
4.319999995521 4.329999995510 2.7691536364068e-07
4.329999995510 4.339999995499 2.7605811234297e-07
4.339999995499 4.349999995488 2.7520526516806e-07
4.349999995488 4.359999995477 2.7435682215739e-07
4.359999995477 4.369999995466 2.7351273421696e-07
4.369999995466 4.379999995454 2.7267295277238e-07
4.379999995454 4.389999995443 2.7183747850952e-07
4.389999995443 4.399999995432 2.7100627962271e-07
4.399999995432 4.409999995421 2.7017929231954e-07
4.409999995421 4.419999995410 2.6935651789575e-07
4.419999995410 4.429999995399 2.6853790940407e-07
4.429999995399 4.439999995388 2.6772343638724e-07
4.439999995388 4.449999995376 2.6691308464066e-07
4.449999995376 4.459999995365 2.6610680822959e-07
4.459999995365 4.469999995354 2.6530457756191e-07
4.469999995354 4.479999995343 2.6450637913834e-07
4.479999995343 4.489999995332 2.6371216801936e-07
4.489999995332 4.499999995321 2.6292193115235e-07
4.499999995321 4.509999995310 2.6213562424666e-07
4.509999995310 4.519999995298 2.6135323469828e-07
4.519999995298 4.529999995287 2.6057471884038e-07
4.529999995287 4.539999995276 2.5980006449877e-07
4.539999995276 4.549999995265 2.5902924410539e-07
4.549999995265 4.559999995254 2.5826221490748e-07
4.559999995254 4.569999995243 2.5749896536621e-07
4.569999995243 4.579999995232 2.5673946866946e-07
4.579999995232 4.589999995220 2.5598368295530e-07
4.589999995220 4.599999995209 2.5523159728925e-07
4.599999995209 4.609999995198 2.5448318560037e-07
4.609999995198 4.619999995187 2.5373842204408e-07
4.619999995187 4.629999995176 2.5299726590570e-07
4.629999995176 4.639999995165 2.5225970702242e-07
4.639999995165 4.649999995154 2.5152572026523e-07
4.649999995154 4.659999995142 2.5079528072245e-07
4.659999995142 4.669999995131 2.5006836371486e-07
4.669999995131 4.679999995120 2.4934494479176e-07
4.679999995120 4.689999995109 2.4862499971908e-07
4.689999995109 4.699999995098 2.4790848966553e-07
4.699999995098 4.709999995087 2.4719542050422e-07
4.709999995087 4.719999995076 2.4648575379634e-07
4.719999995076 4.729999995065 2.4577945148527e-07
4.729999995065 4.739999995053 2.4507651981947e-07
4.739999995053 4.749999995042 2.4437692111695e-07
4.749999995042 4.759999995031 2.4368063262829e-07
4.759999995031 4.769999995020 2.4298763180570e-07
4.769999995020 4.779999995009 2.4229789630253e-07
4.779999995009 4.789999994998 2.4161140397001e-07
4.789999994998 4.799999994987 2.4092814724556e-07
4.799999994987 4.809999994975 2.4024807555088e-07
4.809999994975 4.819999994964 2.3957119605807e-07
4.819999994964 4.829999994953 2.3889747299725e-07
4.829999994953 4.839999994942 2.3822688518375e-07
4.839999994942 4.849999994931 2.3755942580308e-07
4.849999994931 4.859999994920 2.3689504561635e-07
4.859999994920 4.869999994909 2.3623375232111e-07
4.869999994909 4.879999994897 2.3557552534628e-07
4.879999994897 4.889999994886 2.3492031622844e-07
4.889999994886 4.899999994875 2.3426813296673e-07
4.899999994875 4.909999994864 2.3361894155995e-07
4.909999994864 4.919999994853 2.3297273616643e-07
4.919999994853 4.929999994842 2.3232948320419e-07
4.929999994842 4.939999994831 2.3168917709949e-07
4.939999994831 4.949999994819 2.3105177088006e-07
4.949999994819 4.959999994808 2.3041728686199e-07
4.959999994808 4.969999994797 2.2978566472009e-07
4.969999994797 4.979999994786 2.2915692687179e-07
4.979999994786 4.989999994775 2.2853101353820e-07
4.989999994775 4.999999994764 2.2790793361096e-07
4.999999994764 5.009999994753 2.2728766869664e-07
5.009999994753 5.019999994741 2.2667018701505e-07
5.019999994741 5.029999994730 2.2605548408290e-07
5.029999994730 5.039999994719 2.2544352850707e-07
5.039999994719 5.049999994708 2.2483431603617e-07
5.049999994708 5.059999994697 2.2422781564378e-07
5.059999994697 5.069999994686 2.2362402330430e-07
5.069999994686 5.079999994675 2.2302292167490e-07
5.079999994675 5.089999994663 2.2242448027635e-07
5.089999994663 5.099999994652 2.2182869540729e-07
5.099999994652 5.109999994641 2.2123553694389e-07
5.109999994641 5.119999994630 2.2064500139614e-07
5.119999994630 5.129999994619 2.2005707212738e-07
5.129999994619 5.139999994608 2.1947171954151e-07
5.139999994608 5.149999994597 2.1888894044863e-07
5.149999994597 5.159999994585 2.1830871862174e-07
5.159999994585 5.169999994574 2.1773103797305e-07
5.169999994574 5.179999994563 2.1715586957512e-07
5.179999994563 5.189999994552 2.1658321062993e-07
5.189999994552 5.199999994541 2.1601304543614e-07
5.199999994541 5.209999994530 2.1544534556162e-07
5.209999994530 5.219999994519 2.1488010849194e-07
5.219999994519 5.229999994507 2.1431733169722e-07
5.229999994507 5.239999994496 2.1375696159728e-07
5.239999994496 5.249999994485 2.1319902150664e-07
5.249999994485 5.259999994474 2.1264347098114e-07
5.259999994474 5.269999994463 2.1209032061498e-07
5.269999994463 5.279999994452 2.1153953033681e-07
5.279999994452 5.289999994441 2.1099109825027e-07
5.289999994441 5.299999994429 2.1044500987800e-07
5.299999994429 5.309999994418 2.0990123832778e-07
5.309999994418 5.319999994407 2.0935979444925e-07
5.319999994407 5.329999994396 2.0882063907661e-07
5.329999994396 5.339999994385 2.0828378316325e-07
5.339999994385 5.349999994374 2.0774918789126e-07
5.349999994374 5.359999994363 2.0721685193022e-07
5.359999994363 5.369999994351 2.0668676159415e-07
5.369999994351 5.379999994340 2.0615890330221e-07
5.379999994340 5.389999994329 2.0563326357645e-07
5.389999994329 5.399999994318 2.0510982904943e-07
5.399999994318 5.409999994307 2.0458858646139e-07
5.409999994307 5.419999994296 2.0406952265412e-07
5.419999994296 5.429999994285 2.0355262456578e-07
5.429999994285 5.439999994273 2.0303787924807e-07
5.439999994273 5.449999994262 2.0252527384747e-07
5.449999994262 5.459999994251 2.0201479561020e-07
5.459999994251 5.469999994240 2.0150643188312e-07
5.469999994240 5.479999994229 2.0100017011119e-07
5.479999994229 5.489999994218 2.0049599783371e-07
5.489999994218 5.499999994207 1.9999390269562e-07
5.499999994207 5.509999994196 1.9949387242396e-07
5.509999994196 5.519999994184 1.9899589484884e-07
5.519999994184 5.529999994173 1.9849995788988e-07
5.529999994173 5.539999994162 1.9800606138687e-07
5.539999994162 5.549999994151 1.9751416977178e-07
5.549999994151 5.559999994140 1.9702429485099e-07
5.559999994140 5.569999994129 1.9653640136540e-07
5.569999994129 5.579999994118 1.9605050118190e-07
5.579999994118 5.589999994106 1.9556649586457e-07
5.589999994106 5.599999994095 1.9508452408259e-07
5.599999994095 5.609999994084 1.9460449950043e-07
5.609999994084 5.619999994073 1.9412641084252e-07
5.619999994073 5.629999994062 1.9365024691950e-07
5.629999994062 5.639999994051 1.9317600815701e-07
