Sno_1,Name_1,kT,clean_name,Sno_2,name_2,norm
1,SWIFTJ0001.0-0708,-99,SWIFTJ0001.0-0708,140,SWIFTJ0001.0-0708,-99
2,SWIFTJ0001.6-7701,-99,SWIFTJ0001.6-7701,49,SWIFTJ0001.6-7701,-99
3,SWIFTJ0002.5+0323,-99,SWIFTJ0002.5+0323,97,SWIFTJ0002.5+0323,-99
4,SWIFTJ0003.3+2737,-99,SWIFTJ0003.3+2737,288,SWIFTJ0003.3+2737,-99
5,SWIFTJ0005.0+7021,-99,SWIFTJ0005.0+7021,449,SWIFTJ0005.0+7021,-99
6,SWIFTJ0009.4-0037,-99,SWIFTJ0009.4-0037,454,SWIFTJ0009.4-0037,-99
7,SWIFTJ0017.1+8134,-99,SWIFTJ0017.1+8134,254,SWIFTJ0017.1+8134,-99
8,SWIFTJ0021.2-1909,-99,SWIFTJ0021.2-1909,534,SWIFTJ0021.2-1909,-99
9,SWIFTJ0025.8+6818,-99,SWIFTJ0025.8+6818,474,SWIFTJ0025.8+6818,-99
10,SWIFTJ0026.5-5308,-99,SWIFTJ0026.5-5308,91,SWIFTJ0026.5-5308,-99
11,SWIFTJ0029.2+1319,-99,SWIFTJ0029.2+1319,669,SWIFTJ0029.2+1319,1.55E-05
12,SWIFTJ0030.0-5904,-99,SWIFTJ0030.0-5904,606,SWIFTJ0030.0-5904,-99
13,SWIFTJ0033.6+6127,-99,SWIFTJ0033.6+6127,112,SWIFTJ0033.6+6127,-99
14,SWIFTJ0034.6-0422,-99,SWIFTJ0034.6-0422,131,SWIFTJ0034.6-0422,-99
15,SWIFTJ0036.0+5951,-99,SWIFTJ0036.0+5951,161,SWIFTJ0036.0+5951,-99
16,SWIFTJ0038.4+2337,-99,SWIFTJ0038.4+2337,275,SWIFTJ0038.4+2337,-99
17,SWIFTJ0042.9+3016A,-99,SWIFTJ0042.9+3016,736,SWIFTJ0042.9+3016,4.62E-05
18,SWIFTJ0042.9-1135,-99,SWIFTJ0042.9-1135,533,SWIFTJ0042.9-1135,-99
19,SWIFTJ0051.6+2928,-99,SWIFTJ0051.6+2928,83,SWIFTJ0051.6+2928,-99
20,SWIFTJ0052.3-2730,-99,SWIFTJ0052.3-2730,327,SWIFTJ0052.3-2730,-99
21,SWIFTJ0057.0+6405,-99,SWIFTJ0057.0+6405,610,SWIFTJ0057.0+6405,-99
22,SWIFTJ0100.9-4750,-99,SWIFTJ0100.9-4750,358,SWIFTJ0100.9-4750,-99
23,SWIFTJ0101.5-0308,-99,SWIFTJ0101.5-0308,354,SWIFTJ0101.5-0308,-99
24,SWIFTJ0103.8-6437,-99,SWIFTJ0103.8-6437,198,SWIFTJ0103.8-6437,-99
25,SWIFTJ0105.6-3433,-99,SWIFTJ0105.6-3433,31,SWIFTJ0105.6-3433,-99
26,SWIFTJ0106.2-4704,-99,SWIFTJ0106.2-4704,337,SWIFTJ0106.2-4704,-99
27,SWIFTJ0106.8+0639,-99,SWIFTJ0106.8+0639,459,SWIFTJ0106.8+0639,-99
28,SWIFTJ0107.7-1137B,-99,SWIFTJ0107.7-1137,590,SWIFTJ0107.7-1137,-99
29,SWIFTJ0109.0+1320,-99,SWIFTJ0109.0+1320,440,SWIFTJ0109.0+1320,-99
30,SWIFTJ0113.8+2515,-99,SWIFTJ0113.8+2515,212,SWIFTJ0113.8+2515,-99
31,SWIFTJ0114.4-5522,-99,SWIFTJ0114.4-5522,469,SWIFTJ0114.4-5522,-99
32,SWIFTJ0114.5-3236,-99,SWIFTJ0114.5-3236,531,SWIFTJ0114.5-3236,-99
33,SWIFTJ0116.3+3104,-99,SWIFTJ0116.3+3104,295,SWIFTJ0116.3+3104,-99
34,SWIFTJ0116.5-1235,-99,SWIFTJ0116.5-1235,314,SWIFTJ0116.5-1235,-99
35,SWIFTJ0122.8+5003,-99,SWIFTJ0122.8+5003,498,SWIFTJ0122.8+5003,-99
36,SWIFTJ0122.9+3420,-99,SWIFTJ0122.9+3420,174,SWIFTJ0122.9+3420,-99
37,SWIFTJ0126.0+3511,-99,SWIFTJ0126.0+3511,237,SWIFTJ0126.0+3511,-99
38,SWIFTJ0128.4+1631,-99,SWIFTJ0128.4+1631,283,SWIFTJ0128.4+1631,-99
39,SWIFTJ0128.9-6039,-99,SWIFTJ0128.9-6039,317,SWIFTJ0128.9-6039,-99
40,SWIFTJ0130.0-4218,-99,SWIFTJ0130.0-4218,422,SWIFTJ0130.0-4218,-99
41,SWIFTJ0136.5+3906,-99,SWIFTJ0136.5+3906,166,SWIFTJ0136.5+3906,-99
42,SWIFTJ0138.6-4001,-99,SWIFTJ0138.6-4001,479,SWIFTJ0138.6-4001,-99
43,SWIFTJ0138.8+2925,-99,SWIFTJ0138.8+2925,340,SWIFTJ0138.8+2925,-99
44,SWIFTJ0140.6-5321,-99,SWIFTJ0140.6-5321,536,SWIFTJ0140.6-5321,-99
45,SWIFTJ0142.0+3922,-99,SWIFTJ0142.0+3922,30,SWIFTJ0142.0+3922,-99
46,SWIFTJ0149.2+2153A,-99,SWIFTJ0149.2+2153,320,SWIFTJ0149.2+2153,-99
47,SWIFTJ0149.2+2153B,-99,SWIFTJ0149.2+2153,328,SWIFTJ0149.2+2153,-99
48,SWIFTJ0151.3-3610,-99,SWIFTJ0151.3-3610,66,SWIFTJ0151.3-3610,-99
49,SWIFTJ0152.8-0329,-99,SWIFTJ0152.8-0329,444,SWIFTJ0152.8-0329,-99
50,SWIFTJ0154.9-2707,-99,SWIFTJ0154.9-2707,235,SWIFTJ0154.9-2707,-99
51,SWIFTJ0155.4+0228,-99,SWIFTJ0155.4+0228,37,SWIFTJ0155.4+0228,-99
52,SWIFTJ0200.3+2428,-99,SWIFTJ0200.3+2428,482,SWIFTJ0200.3+2428,-99
53,SWIFTJ0202.4+6824A,-99,SWIFTJ0202.4+6824,303,SWIFTJ0202.4+6824,-99
54,SWIFTJ0202.4+6824B,-99,SWIFTJ0202.4+6824,332,SWIFTJ0202.4+6824,-99
55,SWIFTJ0208.2+4452,-99,SWIFTJ0208.2+4452,142,SWIFTJ0208.2+4452,-99
56,SWIFTJ0208.5-1738,-99,SWIFTJ0208.5-1738,89,SWIFTJ0208.5-1738,-99
57,SWIFTJ0211.1-4944,-99,SWIFTJ0211.1-4944,445,SWIFTJ0211.1-4944,-99
58,SWIFTJ0213.7+5147,-99,SWIFTJ0213.7+5147,170,SWIFTJ0213.7+5147,-99
59,SWIFTJ0214.6-0049,-99,SWIFTJ0214.6-0049,93,SWIFTJ0214.6-0049,-99
60,SWIFTJ0216.3+5128,-99,SWIFTJ0216.3+5128,225,SWIFTJ0216.3+5128,-99
61,SWIFTJ0218.0+7348,-99,SWIFTJ0218.0+7348,165,SWIFTJ0218.0+7348,-99
62,SWIFTJ0222.3+2509,-99,SWIFTJ0222.3+2509,135,SWIFTJ0222.3+2509,-99
63,SWIFTJ0223.4+4551,-99,SWIFTJ0223.4+4551,285,SWIFTJ0223.4+4551,-99
64,SWIFTJ0225.0+1847,-99,SWIFTJ0225.0+1847,172,SWIFTJ0225.0+1847,-99
65,SWIFTJ0225.0-2312,-99,SWIFTJ0225.0-2312,247,SWIFTJ0225.0-2312,-99
66,SWIFTJ0227.0+2346,-99,SWIFTJ0227.0+2346,308,SWIFTJ0227.0+2346,-99
67,SWIFTJ0228.1+3118,-99,SWIFTJ0228.1+3118,98,SWIFTJ0228.1+3118,-99
68,SWIFTJ0232.8+2020,-99,SWIFTJ0232.8+2020,157,SWIFTJ0232.8+2020,-99
69,SWIFTJ0234.1+3233,-99,SWIFTJ0234.1+3233,566,SWIFTJ0234.1+3233,-99
70,SWIFTJ0238.2-5213,-99,SWIFTJ0238.2-5213,27,SWIFTJ0238.2-5213,-99
71,SWIFTJ0238.5-6119,-99,SWIFTJ0238.5-6119,292,SWIFTJ0238.5-6119,-99
72,SWIFTJ0242.0+0516,-99,SWIFTJ0242.0+0516,466,SWIFTJ0242.0+0516,-99
73,SWIFTJ0242.6+0000,-99,SWIFTJ0242.6+0000,558,SWIFTJ0242.6+0000,-99
74,SWIFTJ0243.9+5324,-99,SWIFTJ0243.9+5324,325,SWIFTJ0243.9+5324,-99
75,SWIFTJ0244.7-2433,-99,SWIFTJ0244.7-2433,218,SWIFTJ0244.7-2433,-99
76,SWIFTJ0244.8+6227,-99,SWIFTJ0244.8+6227,46,SWIFTJ0244.8+6227,-99
77,SWIFTJ0245.2+1047,-99,SWIFTJ0245.2+1047,148,SWIFTJ0245.2+1047,-99
78,SWIFTJ0249.1+2627,-99,SWIFTJ0249.1+2627,448,SWIFTJ0249.1+2627,-99
79,SWIFTJ0250.4+4648,-99,SWIFTJ0250.4+4648,274,SWIFTJ0250.4+4648,-99
80,SWIFTJ0251.3+5441,-99,SWIFTJ0251.3+5441,530,SWIFTJ0251.3+5441,-99
81,SWIFTJ0252.1-6758,-99,SWIFTJ0252.1-6758,329,SWIFTJ0252.1-6758,-99
82,SWIFTJ0252.3+4312,-99,SWIFTJ0252.3+4312,258,SWIFTJ0252.3+4312,-99
83,SWIFTJ0252.7-0822,-99,SWIFTJ0252.7-0822,592,SWIFTJ0252.7-0822,-99
84,SWIFTJ0256.4-3212,-99,SWIFTJ0256.4-3212,519,SWIFTJ0256.4-3212,-99
85,SWIFTJ0311.1+3241,-99,SWIFTJ0311.1+3241,221,SWIFTJ0311.1+3241,-99
86,SWIFTJ0311.9+5032,-99,SWIFTJ0311.9+5032,311,SWIFTJ0311.9+5032,-99
87,SWIFTJ0317.2+0116,-99,SWIFTJ0317.2+0116,585,SWIFTJ0317.2+0116,-99
88,SWIFTJ0318.7+6828,-99,SWIFTJ0318.7+6828,372,SWIFTJ0318.7+6828,-99
89,SWIFTJ0324.9+4044,-99,SWIFTJ0324.9+4044,223,SWIFTJ0324.9+4044,-99
90,SWIFTJ0326.0-5633,-99,SWIFTJ0326.0-5633,321,SWIFTJ0326.0-5633,-99
91,SWIFTJ0328.4-2846,-99,SWIFTJ0328.4-2846,369,SWIFTJ0328.4-2846,-99
92,SWIFTJ0331.4-0510,-99,SWIFTJ0331.4-0510,410,SWIFTJ0331.4-0510,-99
93,SWIFTJ0333.3+3720,-99,SWIFTJ0333.3+3720,101,SWIFTJ0333.3+3720,-99
94,SWIFTJ0335.4+1907,-99,SWIFTJ0335.4+1907,40,SWIFTJ0335.4+1907,-99
95,SWIFTJ0336.6+3217,-99,SWIFTJ0336.6+3217,231,SWIFTJ0336.6+3217,-99
96,SWIFTJ0345.2-3935,-99,SWIFTJ0345.2-3935,22,SWIFTJ0345.2-3935,-99
97,SWIFTJ0349.2-1159,-99,SWIFTJ0349.2-1159,175,SWIFTJ0349.2-1159,-99
98,SWIFTJ0353.4-6830,-99,SWIFTJ0353.4-6830,167,SWIFTJ0353.4-6830,-99
99,SWIFTJ0353.7+3711,-99,SWIFTJ0353.7+3711,509,SWIFTJ0353.7+3711,-99
100,SWIFTJ0356.9-4041,-99,SWIFTJ0356.9-4041,393,SWIFTJ0356.9-4041,-99
101,SWIFTJ0357.5-6255,-99,SWIFTJ0357.5-6255,390,SWIFTJ0357.5-6255,-99
102,SWIFTJ0357.6+4153,-99,SWIFTJ0357.6+4153,287,SWIFTJ0357.6+4153,-99
103,SWIFTJ0359.0-3015A,-99,SWIFTJ0359.0-3015,80,SWIFTJ0359.0-3015,-99
104,SWIFTJ0359.0-3015B,-99,SWIFTJ0359.0-3015,388,SWIFTJ0359.0-3015,-99
105,SWIFTJ0359.7+5058,-99,SWIFTJ0359.7+5058,256,SWIFTJ0359.7+5058,-99
106,SWIFTJ0402.4-1807,-99,SWIFTJ0402.4-1807,586,SWIFTJ0402.4-1807,-99
107,SWIFTJ0404.0-3604,-99,SWIFTJ0404.0-3604,203,SWIFTJ0404.0-3604,-99
108,SWIFTJ0405.5-1307,-99,SWIFTJ0405.5-1307,255,SWIFTJ0405.5-1307,-99
109,SWIFTJ0407.4+0339,-99,SWIFTJ0407.4+0339,429,SWIFTJ0407.4+0339,-99
110,SWIFTJ0413.3+1659,-99,SWIFTJ0413.3+1659,612,SWIFTJ0413.3+1659,-99
111,SWIFTJ0413.8+1112,-99,SWIFTJ0413.8+1112,361,SWIFTJ0413.8+1112,-99
112,SWIFTJ0414.8-0754,-99,SWIFTJ0414.8-0754,47,SWIFTJ0414.8-0754,-99
113,SWIFTJ0420.0-5457,-99,SWIFTJ0420.0-5457,681,SWIFTJ0420.0-5457,2E-05
114,SWIFTJ0422.7-5611,-99,SWIFTJ0422.7-5611,502,SWIFTJ0422.7-5611,-99
115,SWIFTJ0423.5+0414,-99,SWIFTJ0423.5+0414,501,SWIFTJ0423.5+0414,-99
116,SWIFTJ0427.6-1201,-99,SWIFTJ0427.6-1201,615,SWIFTJ0427.6-1201,-99
117,SWIFTJ0428.2-6704A,-99,SWIFTJ0428.2-6704,224,SWIFTJ0428.2-6704,-99
118,SWIFTJ0428.2-6704B,-99,SWIFTJ0428.2-6704,345,SWIFTJ0428.2-6704,-99
119,SWIFTJ0433.5-5846,-99,SWIFTJ0433.5-5846,305,SWIFTJ0433.5-5846,-99
120,SWIFTJ0438.2-1048,-99,SWIFTJ0438.2-1048,88,SWIFTJ0438.2-1048,-99
121,SWIFTJ0440.2-5941,-99,SWIFTJ0440.2-5941,596,SWIFTJ0440.2-5941,-99
122,SWIFTJ0440.9+2741,-99,SWIFTJ0440.9+2741,127,SWIFTJ0440.9+2741,-99
123,SWIFTJ0443.9+2856,-99,SWIFTJ0443.9+2856,7,SWIFTJ0443.9+2856,-99
124,SWIFTJ0444.1+2813,-99,SWIFTJ0444.1+2813,551,SWIFTJ0444.1+2813,-99
125,SWIFTJ0445.0-2816,-99,SWIFTJ0445.0-2816,588,SWIFTJ0445.0-2816,-99
126,SWIFTJ0446.4+1828,-99,SWIFTJ0446.4+1828,477,SWIFTJ0446.4+1828,-99
127,SWIFTJ0449.6-5515,-99,SWIFTJ0449.6-5515,322,SWIFTJ0449.6-5515,-99
128,SWIFTJ0454.6-4315,-99,SWIFTJ0454.6-4315,306,SWIFTJ0454.6-4315,-99
129,SWIFTJ0456.3-7532,-99,SWIFTJ0456.3-7532,562,SWIFTJ0456.3-7532,-99
130,SWIFTJ0459.7+3502,-99,SWIFTJ0459.7+3502,281,SWIFTJ0459.7+3502,-99
131,SWIFTJ0459.9+2703,-99,SWIFTJ0459.9+2703,609,SWIFTJ0459.9+2703,-99
132,SWIFTJ0501.9-3239,-99,SWIFTJ0501.9-3239,120,SWIFTJ0501.9-3239,-99
133,SWIFTJ0504.6-7345,-99,SWIFTJ0504.6-7345,381,SWIFTJ0504.6-7345,-99
134,SWIFTJ0505.6-6735,-99,SWIFTJ0505.6-6735,296,SWIFTJ0505.6-6735,-99
135,SWIFTJ0507.7+6732,-99,SWIFTJ0507.7+6732,239,SWIFTJ0507.7+6732,-99
136,SWIFTJ0508.1+1727,-99,SWIFTJ0508.1+1727,414,SWIFTJ0508.1+1727,-99
137,SWIFTJ0512.1-1830,-99,SWIFTJ0512.1-1830,437,SWIFTJ0512.1-1830,-99
138,SWIFTJ0513.8+6627,-99,SWIFTJ0513.8+6627,298,SWIFTJ0513.8+6627,-99
139,SWIFTJ0515.3+1854,-99,SWIFTJ0515.3+1854,124,SWIFTJ0515.3+1854,-99
140,SWIFTJ0516.3+1928,-99,SWIFTJ0516.3+1928,272,SWIFTJ0516.3+1928,-99
141,SWIFTJ0519.5-3140,-99,SWIFTJ0519.5-3140,154,SWIFTJ0519.5-3140,-99
142,SWIFTJ0521.0-2522,-99,SWIFTJ0521.0-2522,456,SWIFTJ0521.0-2522,-99
143,SWIFTJ0524.1-1210,-99,SWIFTJ0524.1-1210,3,SWIFTJ0524.1-1210,-99
144,SWIFTJ0525.1-2339,-99,SWIFTJ0525.1-2339,251,SWIFTJ0525.1-2339,-99
145,SWIFTJ0525.3-4600,-99,SWIFTJ0525.3-4600,232,SWIFTJ0525.3-4600,-99
146,SWIFTJ0526.2-2118,-99,SWIFTJ0526.2-2118,518,SWIFTJ0526.2-2118,-99
147,SWIFTJ0530.8+1333,-99,SWIFTJ0530.8+1333,178,SWIFTJ0530.8+1333,-99
148,SWIFTJ0532.9+1343,-99,SWIFTJ0532.9+1343,280,SWIFTJ0532.9+1343,-99
149,SWIFTJ0533.9-1318,-99,SWIFTJ0533.9-1318,277,SWIFTJ0533.9-1318,-99
150,SWIFTJ0535.4+4013,-99,SWIFTJ0535.4+4013,129,SWIFTJ0535.4+4013,-99
151,SWIFTJ0539.9-2839,-99,SWIFTJ0539.9-2839,188,SWIFTJ0539.9-2839,-99
152,SWIFTJ0543.9-2749,-99,SWIFTJ0543.9-2749,94,SWIFTJ0543.9-2749,-99
153,SWIFTJ0544.4+5909,-99,SWIFTJ0544.4+5909,386,SWIFTJ0544.4+5909,-99
154,SWIFTJ0544.4-4328,-99,SWIFTJ0544.4-4328,338,SWIFTJ0544.4-4328,-99
155,SWIFTJ0547.3+5042,-99,SWIFTJ0547.3+5042,126,SWIFTJ0547.3+5042,-99
156,SWIFTJ0550.7-3212A,-99,SWIFTJ0550.7-3212,152,SWIFTJ0550.7-3212,-99
157,SWIFTJ0552.2-0727,-99,SWIFTJ0552.2-0727,435,SWIFTJ0552.2-0727,-99
158,SWIFTJ0554.8+4625,-99,SWIFTJ0554.8+4625,115,SWIFTJ0554.8+4625,-99
159,SWIFTJ0555.5+3946,-99,SWIFTJ0555.5+3946,257,SWIFTJ0555.5+3946,-99
160,SWIFTJ0557.9-3822,-99,SWIFTJ0557.9-3822,28,SWIFTJ0557.9-3822,-99
161,SWIFTJ0601.9-8636,-99,SWIFTJ0601.9-8636,539,SWIFTJ0601.9-8636,-99
162,SWIFTJ0606.0-2755,-99,SWIFTJ0606.0-2755,99,SWIFTJ0606.0-2755,-99
163,SWIFTJ0609.5-6245A,-99,SWIFTJ0609.5-6245,316,SWIFTJ0609.5-6245,-99
164,SWIFTJ0609.5-6245B,-99,SWIFTJ0609.5-6245,343,SWIFTJ0609.5-6245,-99
165,SWIFTJ0615.8+7101,-99,SWIFTJ0615.8+7101,421,SWIFTJ0615.8+7101,-99
166,SWIFTJ0623.3-6438,-99,SWIFTJ0623.3-6438,33,SWIFTJ0623.3-6438,-99
167,SWIFTJ0623.8+6445,-99,SWIFTJ0623.8+6445,17,SWIFTJ0623.8+6445,-99
168,SWIFTJ0623.9-6058,-99,SWIFTJ0623.9-6058,480,SWIFTJ0623.9-6058,-99
169,SWIFTJ0626.6+0729,-99,SWIFTJ0626.6+0729,133,SWIFTJ0626.6+0729,-99
170,SWIFTJ0626.6-3702,-99,SWIFTJ0626.6-3702,109,SWIFTJ0626.6-3702,-99
171,SWIFTJ0630.7+6342,-99,SWIFTJ0630.7+6342,87,SWIFTJ0630.7+6342,-99
172,SWIFTJ0635.8-7514,-99,SWIFTJ0635.8-7514,34,SWIFTJ0635.8-7514,-99
173,SWIFTJ0640.1-4328,-99,SWIFTJ0640.1-4328,510,SWIFTJ0640.1-4328,-99
174,SWIFTJ0645.9+5303,-99,SWIFTJ0645.9+5303,452,SWIFTJ0645.9+5303,-99
175,SWIFTJ0651.9+7426,-99,SWIFTJ0651.9+7426,108,SWIFTJ0651.9+7426,-99
176,SWIFTJ0659.3+2406,-99,SWIFTJ0659.3+2406,294,SWIFTJ0659.3+2406,-99
177,SWIFTJ0701.3-3235,-99,SWIFTJ0701.3-3235,334,SWIFTJ0701.3-3235,-99
178,SWIFTJ0709.0-4642,-99,SWIFTJ0709.0-4642,401,SWIFTJ0709.0-4642,-99
179,SWIFTJ0709.4-3559,-99,SWIFTJ0709.4-3559,267,SWIFTJ0709.4-3559,-99
180,SWIFTJ0710.3+5908,-99,SWIFTJ0710.3+5908,168,SWIFTJ0710.3+5908,-99
181,SWIFTJ0714.3+4541,-99,SWIFTJ0714.3+4541,118,SWIFTJ0714.3+4541,-99
182,SWIFTJ0725.7-0055,-99,SWIFTJ0725.7-0055,180,SWIFTJ0725.7-0055,-99
183,SWIFTJ0725.8+3000,-99,SWIFTJ0725.8+3000,268,SWIFTJ0725.8+3000,-99
184,SWIFTJ0727.4-2408,-99,SWIFTJ0727.4-2408,394,SWIFTJ0727.4-2408,-99
185,SWIFTJ0733.9+5156,-99,SWIFTJ0733.9+5156,341,SWIFTJ0733.9+5156,-99
186,SWIFTJ0741.4-5447,-99,SWIFTJ0741.4-5447,304,SWIFTJ0741.4-5447,-99
187,SWIFTJ0742.3+8024,-99,SWIFTJ0742.3+8024,400,SWIFTJ0742.3+8024,-99
188,SWIFTJ0743.3-2546,-99,SWIFTJ0743.3-2546,92,SWIFTJ0743.3-2546,-99
189,SWIFTJ0746.3+2548,-99,SWIFTJ0746.3+2548,191,SWIFTJ0746.3+2548,-99
190,SWIFTJ0747.6-7326,-99,SWIFTJ0747.6-7326,286,SWIFTJ0747.6-7326,-99
191,SWIFTJ0752.2+1937,-99,SWIFTJ0752.2+1937,250,SWIFTJ0752.2+1937,-99
192,SWIFTJ0753.1+4559,-99,SWIFTJ0753.1+4559,4,SWIFTJ0753.1+4559,-99
193,SWIFTJ0756.3-4137,-99,SWIFTJ0756.3-4137,407,SWIFTJ0756.3-4137,-99
194,SWIFTJ0800.1+2638,-99,SWIFTJ0800.1+2638,2,SWIFTJ0800.1+2638,-99
195,SWIFTJ0800.5+2327,-99,SWIFTJ0800.5+2327,511,SWIFTJ0800.5+2327,-99
196,SWIFTJ0803.4+0842,-99,SWIFTJ0803.4+0842,69,SWIFTJ0803.4+0842,-99
197,SWIFTJ0804.6+1045,-99,SWIFTJ0804.6+1045,604,SWIFTJ0804.6+1045,-99
198,SWIFTJ0805.1-0110,-99,SWIFTJ0805.1-0110,139,SWIFTJ0805.1-0110,-99
199,SWIFTJ0805.2+6145,-99,SWIFTJ0805.2+6145,238,SWIFTJ0805.2+6145,-99
200,SWIFTJ0814.3+0423,-99,SWIFTJ0814.3+0423,11,SWIFTJ0814.3+0423,-99
201,SWIFTJ0818.1+0120,-99,SWIFTJ0818.1+0120,351,SWIFTJ0818.1+0120,-99
202,SWIFTJ0819.2-2259,-99,SWIFTJ0819.2-2259,70,SWIFTJ0819.2-2259,-99
203,SWIFTJ0830.1+4154,-99,SWIFTJ0830.1+4154,25,SWIFTJ0830.1+4154,-99
204,SWIFTJ0830.4-6723,-99,SWIFTJ0830.4-6723,352,SWIFTJ0830.4-6723,-99
205,SWIFTJ0832.5+3703,-99,SWIFTJ0832.5+3703,90,SWIFTJ0832.5+3703,-99
206,SWIFTJ0839.6-1213,-99,SWIFTJ0839.6-1213,240,SWIFTJ0839.6-1213,-99
207,SWIFTJ0841.4+7052,-99,SWIFTJ0841.4+7052,184,SWIFTJ0841.4+7052,-99
208,SWIFTJ0842.0+0759,-99,SWIFTJ0842.0+0759,236,SWIFTJ0842.0+0759,-99
209,SWIFTJ0843.5+3551,-99,SWIFTJ0843.5+3551,491,SWIFTJ0843.5+3551,-99
210,SWIFTJ0845.0-3531,-99,SWIFTJ0845.0-3531,249,SWIFTJ0845.0-3531,-99
211,SWIFTJ0845.3+1420,-99,SWIFTJ0845.3+1420,366,SWIFTJ0845.3+1420,-99
212,SWIFTJ0855.6+6425,-99,SWIFTJ0855.6+6425,430,SWIFTJ0855.6+6425,-99
213,SWIFTJ0855.7-2856,-99,SWIFTJ0855.7-2856,323,SWIFTJ0855.7-2856,-99
214,SWIFTJ0859.5+4457,-99,SWIFTJ0859.5+4457,319,SWIFTJ0859.5+4457,-99
215,SWIFTJ0902.7-4814,-99,SWIFTJ0902.7-4814,54,SWIFTJ0902.7-4814,-99
216,SWIFTJ0902.7-6816,-99,SWIFTJ0902.7-6816,273,SWIFTJ0902.7-6816,-99
217,SWIFTJ0902.8-7414,-99,SWIFTJ0902.8-7414,465,SWIFTJ0902.8-7414,-99
218,SWIFTJ0904.3+5538,-99,SWIFTJ0904.3+5538,56,SWIFTJ0904.3+5538,-99
219,SWIFTJ0909.0+0358,-99,SWIFTJ0909.0+0358,233,SWIFTJ0909.0+0358,-99
220,SWIFTJ0911.2+4533,-99,SWIFTJ0911.2+4533,409,SWIFTJ0911.2+4533,-99
221,SWIFTJ0917.2-6221,-99,SWIFTJ0917.2-6221,5,SWIFTJ0917.2-6221,-99
222,SWIFTJ0920.8-0805,-99,SWIFTJ0920.8-0805,436,SWIFTJ0920.8-0805,-99
223,SWIFTJ0924.2-3141,-99,SWIFTJ0924.2-3141,391,SWIFTJ0924.2-3141,-99
224,SWIFTJ0925.2-8423,-99,SWIFTJ0925.2-8423,564,SWIFTJ0925.2-8423,-99
225,SWIFTJ0926.1+6931,-99,SWIFTJ0926.1+6931,19,SWIFTJ0926.1+6931,-99
226,SWIFTJ0927.3+2301,-99,SWIFTJ0927.3+2301,24,SWIFTJ0927.3+2301,-99
227,SWIFTJ0929.7+6232,-99,SWIFTJ0929.7+6232,438,SWIFTJ0929.7+6232,-99
228,SWIFTJ0936.2-6553,-99,SWIFTJ0936.2-6553,353,SWIFTJ0936.2-6553,-99
229,SWIFTJ0945.6-1420,-99,SWIFTJ0945.6-1420,467,SWIFTJ0945.6-1420,-99
230,SWIFTJ0947.6-3057,-99,SWIFTJ0947.6-3057,472,SWIFTJ0947.6-3057,-99
231,SWIFTJ0950.5+7318,-99,SWIFTJ0950.5+7318,227,SWIFTJ0950.5+7318,-99
232,SWIFTJ0952.3-6234,-99,SWIFTJ0952.3-6234,362,SWIFTJ0952.3-6234,-99
233,SWIFTJ1001.7+5543,-99,SWIFTJ1001.7+5543,451,SWIFTJ1001.7+5543,-99
234,SWIFTJ1003.4-3726,-99,SWIFTJ1003.4-3726,44,SWIFTJ1003.4-3726,-99
235,SWIFTJ1005.9-2305,-99,SWIFTJ1005.9-2305,114,SWIFTJ1005.9-2305,-99
236,SWIFTJ1007.4+6534,-99,SWIFTJ1007.4+6534,265,SWIFTJ1007.4+6534,-99
237,SWIFTJ1013.5-3601,-99,SWIFTJ1013.5-3601,460,SWIFTJ1013.5-3601,-99
238,SWIFTJ1017.0-0404,-99,SWIFTJ1017.0-0404,284,SWIFTJ1017.0-0404,-99
239,SWIFTJ1020.5-0237B,-99,SWIFTJ1020.5-0237,342,SWIFTJ1020.5-0237,-99
240,SWIFTJ1029.8-3821,-99,SWIFTJ1029.8-3821,461,SWIFTJ1029.8-3821,-99
241,SWIFTJ1031.5+5051,-99,SWIFTJ1031.5+5051,163,SWIFTJ1031.5+5051,-99
242,SWIFTJ1031.5-4205,-99,SWIFTJ1031.5-4205,130,SWIFTJ1031.5-4205,-99
243,SWIFTJ1032.7-2835,-99,SWIFTJ1032.7-2835,137,SWIFTJ1032.7-2835,-99
244,SWIFTJ1033.6+7303,-99,SWIFTJ1033.6+7303,291,SWIFTJ1033.6+7303,-99
245,SWIFTJ1033.8+5257,-99,SWIFTJ1033.8+5257,336,SWIFTJ1033.8+5257,-99
246,SWIFTJ1038.8-4942,-99,SWIFTJ1038.8-4942,23,SWIFTJ1038.8-4942,-99
247,SWIFTJ1040.7-4619,-99,SWIFTJ1040.7-4619,535,SWIFTJ1040.7-4619,-99
248,SWIFTJ1041.4-1740,-99,SWIFTJ1041.4-1740,313,SWIFTJ1041.4-1740,-99
249,SWIFTJ1042.4+0046,-99,SWIFTJ1042.4+0046,514,SWIFTJ1042.4+0046,-99
250,SWIFTJ1043.4+1105,-99,SWIFTJ1043.4+1105,39,SWIFTJ1043.4+1105,-99
251,SWIFTJ1044.1+7024,-99,SWIFTJ1044.1+7024,403,SWIFTJ1044.1+7024,-99
252,SWIFTJ1044.8+3812,-99,SWIFTJ1044.8+3812,380,SWIFTJ1044.8+3812,-99
253,SWIFTJ1046.8+2556,-99,SWIFTJ1046.8+2556,538,SWIFTJ1046.8+2556,-99
